order_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
273687,0,46,6,10,7.0
3140117,0,6,6,3,30.0
473139,0,2,1,16,6.0
1870852,0,5,2,9,15.0
1841409,0,7,6,17,3.0
1688523,0,6,3,11,25.0
3203761,0,5,3,16,30.0
2394320,0,18,5,9,7.0
2734585,0,21,5,10,7.0
2347724,0,26,4,9,7.0
3227457,0,9,0,19,8.0
316048,0,5,3,16,3.0
2506764,0,28,3,23,6.0
2563758,2,22,4,8,4.0
2155866,0,22,4,12,0.0
2488843,0,12,1,11,9.0
1281343,0,19,0,13,5.0
1918820,0,3,5,17,5.0
1662213,0,8,1,17,5.0
2577194,0,36,5,14,18.0
1800832,0,31,5,14,16.0
2769715,0,15,0,12,11.0
2044555,0,16,2,22,2.0
191789,0,26,0,20,2.0
2886733,0,39,4,13,3.0
3372519,0,47,5,20,3.0
1999154,0,49,2,19,1.0
1061095,0,58,4,20,3.0
1733337,0,67,1,12,3.0
3131813,0,77,0,19,0.0
1712431,0,84,6,10,4.0
313450,0,1,5,12,-10.0
1316820,0,9,4,11,5.0
44497,0,15,6,7,9.0
2631714,0,5,1,17,30.0
2016808,0,6,2,11,18.0
3179530,0,1,2,11,-10.0
1962320,0,5,4,11,29.0
2232572,0,2,3,9,18.0
1055156,0,3,2,18,9.0
513826,0,5,6,12,11.0
3370861,0,12,4,14,30.0
1366704,0,18,0,17,4.0
325756,0,1,5,14,-10.0
2155734,0,1,2,8,-10.0
1934057,0,15,5,7,7.0
2001331,1,21,1,11,30.0
890421,0,2,6,22,30.0
132999,0,5,5,15,12.0
798911,0,5,2,19,2.0
1563599,0,5,6,15,8.0
2477736,0,5,1,16,6.0
2291532,0,4,5,15,4.0
3202614,0,3,0,20,5.0
640918,0,17,1,10,30.0
2815952,0,6,1,9,22.0
3418894,0,2,5,12,8.0
2901692,0,3,2,13,6.0
2307602,0,13,5,20,7.0
2205153,0,14,0,12,9.0
2779659,0,5,3,7,2.0
697218,0,8,4,13,7.0
157093,0,20,5,13,17.0
975009,0,2,5,13,8.0
1958828,0,9,0,7,17.0
3360502,0,12,3,16,5.0
2993562,0,13,0,10,30.0
3019440,0,5,3,11,12.0
3350017,0,4,0,9,11.0
1001204,0,7,3,7,28.0
378287,0,12,2,8,23.0
2218900,0,1,6,15,-10.0
53012,0,19,1,13,4.0
2877322,0,10,6,14,30.0
1690931,0,13,3,9,5.0
328296,0,6,1,21,9.0
2158807,0,4,1,18,30.0
574574,0,30,5,7,3.0
386202,0,37,6,6,7.0
1241224,0,9,0,7,7.0
2059692,0,18,4,14,26.0
238240,0,27,0,12,11.0
1872658,0,4,3,4,8.0
2288421,0,1,5,7,-10.0
3018009,1,19,2,12,26.0
2664197,0,1,0,21,-10.0
688372,0,10,1,22,29.0
772825,0,14,5,17,7.0
3287134,0,18,6,15,0.0
932878,0,35,4,18,8.0
42768,0,44,1,9,2.0
3154227,0,48,6,16,3.0
2748201,0,53,6,21,0.0
1328555,2,60,1,19,6.0
1529121,0,13,4,10,0.0
1374395,0,19,1,9,5.0
2127021,0,38,4,10,3.0
812514,0,45,1,10,0.0
2348491,0,53,2,12,5.0
158970,0,3,2,10,21.0
1528704,0,6,2,7,7.0
2469400,0,4,0,8,30.0
663776,0,6,1,16,9.0
2905753,0,12,1,15,4.0
1570724,0,6,2,11,30.0
2204155,0,5,2,11,3.0
681615,0,41,6,10,22.0
1219312,0,4,0,12,20.0
1842555,0,1,6,17,-10.0
2667270,0,27,4,8,1.0
2427318,0,33,3,1,3.0
806974,0,6,4,9,30.0
362622,0,9,4,17,1.0
1768317,0,7,5,9,16.0
2560968,0,2,0,9,30.0
2258002,0,22,1,12,6.0
2190830,0,42,3,6,3.0
3176063,0,66,3,8,4.0
2190194,0,76,0,6,2.0
1318275,0,3,5,18,30.0
1748058,2,8,0,9,30.0
3135044,0,13,4,11,6.0
71640,0,17,0,12,4.0
1674982,0,29,2,11,5.0
1291313,0,31,6,10,5.0
1971380,0,34,1,10,5.0
273463,0,51,4,8,10.0
550228,1,69,3,10,4.0
3265747,0,2,2,20,30.0
2759729,1,8,6,16,3.0
930622,0,7,3,15,5.0
2763295,0,1,0,12,-10.0
1746437,0,4,6,18,6.0
2675191,0,19,3,18,30.0
2929224,0,21,0,18,5.0
2139755,0,18,0,14,13.0
2972557,0,3,6,9,6.0
314288,0,11,0,13,30.0
3043257,0,7,6,22,10.0
287689,2,7,6,1,7.0
2638396,0,2,1,8,8.0
2386823,0,10,4,12,11.0
2325957,0,12,1,11,14.0
2392827,0,16,1,11,10.0
251991,0,20,5,15,4.0
2498192,0,24,6,16,6.0
2220092,0,55,5,17,7.0
2010648,0,2,1,15,8.0
456753,0,3,1,16,7.0
512706,0,21,0,15,6.0
2434720,0,30,2,16,6.0
1175038,0,5,0,9,10.0
2081734,0,25,3,19,7.0
1866444,0,9,1,18,9.0
337315,0,45,5,16,4.0
215288,0,48,3,14,8.0
1985281,0,57,2,14,4.0
2951184,0,6,0,13,30.0
192172,0,14,5,13,13.0
1509439,0,12,5,15,11.0
602030,0,1,0,9,-10.0
1517795,0,8,1,10,13.0
799430,0,25,6,12,8.0
925382,0,3,4,2,7.0
768632,0,21,2,11,1.0
1845063,0,3,0,13,4.0
2642924,0,11,5,18,13.0
3109790,0,4,1,14,22.0
3214403,0,1,2,18,-10.0
600329,0,28,3,15,1.0
2817873,0,30,6,23,12.0
795411,0,38,6,21,9.0
1014145,0,2,2,15,30.0
808809,0,1,5,12,-10.0
175629,0,42,4,20,4.0
400951,0,48,6,21,3.0
3189029,0,6,5,20,30.0
3370408,2,4,0,14,30.0
1578068,0,6,5,10,2.0
3268056,0,2,3,18,4.0
3118594,0,11,6,20,5.0
2177143,0,14,0,19,7.0
987418,0,13,5,21,8.0
824579,0,22,1,9,7.0
2591201,0,19,6,16,7.0
1833835,0,14,2,10,24.0
2577821,0,16,3,17,8.0
718497,0,22,2,15,13.0
2786695,0,24,6,17,11.0
2905135,0,1,4,17,-10.0
3274376,0,1,0,7,-10.0
358931,0,16,0,9,7.0
1599066,0,11,5,11,19.0
2792366,0,12,5,10,14.0
1413730,0,29,4,10,11.0
1784306,0,2,0,17,28.0
3121472,0,7,2,9,15.0
2604428,0,10,4,10,6.0
688327,0,8,0,11,22.0
2309366,0,12,0,14,6.0
3283824,0,7,3,16,6.0
645247,0,10,4,19,9.0
885044,0,16,5,19,5.0
3363512,2,42,1,15,4.0
819395,0,7,5,6,7.0
2056333,0,16,2,2,30.0
2250893,0,1,1,9,-10.0
92111,0,8,1,9,7.0
1235834,0,9,1,8,7.0
1060816,0,33,1,10,7.0
452628,0,4,4,16,7.0
248775,1,7,2,15,18.0
920504,0,3,5,12,30.0
2164898,0,12,4,5,30.0
3011521,0,8,2,13,1.0
575638,0,33,4,17,4.0
1800726,0,34,5,7,1.0
1611968,0,49,4,8,3.0
3136245,0,60,0,19,7.0
380710,0,73,4,15,5.0
3214229,0,5,3,8,4.0
2566093,0,11,0,9,20.0
3238175,0,4,4,15,30.0
3181461,0,8,3,15,27.0
1323400,0,10,2,16,11.0
1461802,0,12,5,9,18.0
2753549,0,18,2,8,30.0
1662361,0,8,1,16,8.0
1033012,0,20,6,20,6.0
2566617,2,6,4,15,3.0
446465,0,14,6,10,4.0
1940362,0,3,5,15,12.0
689380,0,16,2,6,3.0
2226358,0,28,3,12,3.0
955114,0,5,5,12,22.0
474119,1,15,4,15,30.0
1715374,1,10,2,13,30.0
3200717,0,8,1,12,30.0
1225034,1,9,3,12,30.0
1983924,0,1,2,14,-10.0
1267753,0,7,3,11,22.0
1834258,0,30,4,16,2.0
2765164,0,2,2,15,22.0
3258495,0,9,6,12,3.0
3032311,2,16,4,15,30.0
75985,0,53,3,10,2.0
2166801,0,59,5,14,2.0
1511140,0,60,3,9,5.0
2228246,0,64,6,11,1.0
1997602,0,7,4,9,3.0
1779521,0,9,1,10,6.0
2564595,0,18,1,11,0.0
21964,0,28,5,11,16.0
2166424,0,14,6,19,4.0
1405868,0,6,5,16,2.0
1631488,0,15,5,13,21.0
3213990,0,15,6,14,5.0
775010,0,27,1,9,4.0
905838,0,32,3,9,8.0
2797579,0,45,1,7,9.0
1762585,0,61,1,10,2.0
1011496,0,69,1,12,7.0
1446390,1,73,1,6,7.0
441541,0,5,0,11,30.0
2083519,0,2,1,16,10.0
1919461,0,38,1,9,1.0
3100911,0,1,3,16,-10.0
2859858,0,3,6,11,12.0
1131501,0,17,3,15,2.0
1403763,0,19,5,12,11.0
1312150,0,5,1,11,18.0
1547424,0,5,0,17,3.0
6609,0,15,0,13,30.0
2585310,0,22,3,10,10.0
2582305,0,1,3,13,-10.0
1782727,0,8,1,12,10.0
3114004,0,4,6,21,4.0
612693,0,1,3,11,-10.0
1911688,0,35,3,15,6.0
2210643,0,6,2,13,8.0
3307156,0,21,6,8,1.0
1791034,1,23,4,14,10.0
937150,0,7,1,14,12.0
1618588,0,26,3,9,3.0
1530005,0,40,6,16,4.0
14720,0,60,6,13,2.0
2372865,0,8,6,16,11.0
427513,0,11,1,19,30.0
1935296,1,12,1,14,7.0
2782114,0,2,4,12,11.0
2730711,0,21,0,18,30.0
2065698,0,2,0,18,15.0
2069374,0,26,6,13,5.0
2894578,0,28,2,19,3.0
3159727,0,73,6,12,0.0
2601320,1,75,5,16,3.0
2500617,0,40,2,14,7.0
1424047,0,5,3,12,10.0
309947,0,1,1,21,-10.0
815208,0,12,3,17,12.0
490735,0,17,0,18,13.0
2510069,0,22,1,7,7.0
800252,0,25,6,7,19.0
1466265,0,17,6,17,12.0
617743,0,13,1,13,9.0
2539009,0,18,6,14,3.0
2248672,2,13,5,10,18.0
1204629,0,64,3,13,6.0
244004,0,73,1,12,2.0
159135,2,9,1,16,30.0
1980178,0,1,6,14,-10.0
2455500,0,2,0,13,30.0
2288573,0,4,2,20,14.0
1250706,0,9,5,10,9.0
2531141,0,19,5,16,15.0
228627,0,5,1,13,6.0
1035990,0,27,4,16,15.0
19160,0,23,3,19,0.0
3416280,0,28,5,8,8.0
3272356,0,3,6,12,26.0
3129281,0,3,6,17,30.0
1138537,0,23,0,15,5.0
392353,0,26,2,10,7.0
1344194,0,18,1,16,8.0
2182065,0,13,3,11,10.0
1356559,0,19,5,12,9.0
508437,0,26,5,13,4.0
735832,0,4,6,12,8.0
1596235,0,25,2,1,30.0
175277,0,31,4,15,6.0
1552187,0,1,2,7,-10.0
443481,0,2,4,11,9.0
2586951,0,20,1,10,7.0
2594235,0,34,2,20,20.0
2649818,0,5,0,20,0.0
1508094,0,18,4,12,2.0
1931297,0,5,5,22,4.0
1105158,0,15,6,14,30.0
715118,0,5,0,16,19.0
936661,0,1,6,9,-10.0
2179008,0,23,0,16,10.0
37103,0,26,0,17,6.0
916676,0,29,0,15,5.0
2144481,0,35,6,14,6.0
3171250,0,44,1,10,3.0
88005,0,55,0,14,12.0
2622468,2,61,6,19,2.0
2177765,0,15,4,17,1.0
508769,0,69,5,9,6.0
3142542,0,75,4,10,6.0
1515229,0,77,1,11,2.0
1212423,0,78,4,12,3.0
684959,0,3,2,17,23.0
192005,0,41,0,9,5.0
998122,0,46,1,17,6.0
2917944,0,7,6,11,9.0
314571,0,9,6,10,7.0
1469507,0,10,6,11,7.0
2572604,0,6,0,16,7.0
201249,0,12,4,15,1.0
507384,0,17,1,18,1.0
2543174,0,39,2,8,11.0
3197239,0,3,0,14,14.0
739985,0,3,2,17,30.0
2487301,1,7,1,23,30.0
2727111,0,4,3,14,30.0
1493869,0,6,2,12,30.0
2390135,0,2,6,11,7.0
2195636,0,2,4,16,4.0
3151576,0,7,1,9,13.0
485246,0,19,3,18,6.0
2145673,0,27,6,16,10.0
2731567,0,34,2,19,2.0
2049211,0,2,3,15,30.0
1115015,0,26,1,9,7.0
756971,0,2,3,16,30.0
615530,2,18,2,11,30.0
87225,0,3,2,16,8.0
2929371,0,5,2,16,5.0
328056,0,13,2,18,7.0
3330939,0,9,6,11,0.0
2548075,0,17,6,17,30.0
2922362,0,14,1,6,25.0
2151336,0,8,6,10,1.0
2309351,0,11,2,1,3.0
561306,0,14,6,18,12.0
1054713,0,5,6,21,15.0
3281546,0,10,5,6,21.0
668493,0,14,6,16,5.0
852763,0,44,2,17,2.0
1358423,0,73,2,19,3.0
3319813,0,87,0,7,4.0
3329390,0,6,3,9,12.0
2186159,0,1,6,14,-10.0
932356,0,6,3,21,13.0
1359728,0,9,4,14,21.0
2200337,0,22,4,17,7.0
1171746,0,2,4,10,15.0
73545,0,4,0,12,30.0
2381846,0,16,4,18,7.0
1390093,0,19,0,15,0.0
569054,0,40,4,17,6.0
786588,0,4,5,10,0.0
3314275,1,18,2,12,24.0
2870319,0,11,1,11,10.0
3411194,0,19,6,18,5.0
2936061,0,2,0,12,13.0
165851,0,15,1,9,7.0
2316711,0,5,1,19,7.0
964800,0,3,2,21,7.0
149361,0,9,5,18,6.0
705513,0,12,0,1,15.0
1771359,2,4,2,9,30.0
3014587,0,3,1,11,30.0
2075657,0,2,0,9,30.0
1178933,0,8,1,13,20.0
138530,0,14,4,14,7.0
1720188,0,16,1,9,2.0
1121006,0,47,6,11,7.0
2104511,0,19,5,21,30.0
973197,0,3,1,17,19.0
2986777,0,10,3,20,10.0
1130613,0,13,3,22,11.0
2001053,0,25,5,0,5.0
873018,0,9,2,15,28.0
2312789,0,5,1,22,8.0
478443,0,12,6,15,11.0
2178698,0,19,2,15,2.0
230329,0,32,5,15,10.0
3191715,0,51,6,11,7.0
2879747,0,6,6,8,4.0
644549,0,9,1,20,12.0
1417216,1,11,0,9,17.0
3264346,0,9,3,18,30.0
517959,0,27,1,18,12.0
3014291,0,16,0,11,3.0
1204611,0,2,1,11,15.0
188706,0,5,4,14,6.0
1485152,0,10,5,14,4.0
1045757,0,1,1,12,-10.0
3261816,0,2,3,16,30.0
3140238,0,17,2,23,21.0
2502025,0,1,0,16,-10.0
3228053,0,33,1,10,4.0
3326396,0,19,3,15,9.0
2836632,2,22,5,12,30.0
30602,0,3,1,15,30.0
991251,0,12,0,21,20.0
530585,0,13,0,15,14.0
3345167,0,11,2,10,12.0
963713,0,7,1,19,5.0
2569928,2,8,3,15,18.0
2602522,1,12,4,12,30.0
2768781,0,10,4,13,6.0
150008,0,55,6,13,6.0
2242257,0,1,5,13,-10.0
2449221,0,3,6,18,7.0
46255,0,23,6,16,6.0
1750088,0,26,1,16,12.0
1284145,0,4,1,14,30.0
820210,0,7,3,11,5.0
2235145,1,11,4,14,13.0
2213180,0,17,3,7,8.0
3307558,0,29,0,14,7.0
1075790,0,1,2,9,-10.0
3046378,0,20,5,14,1.0
2997446,0,1,0,8,-10.0
2226982,0,22,4,7,4.0
202683,0,23,0,11,3.0
725814,0,25,0,22,7.0
1942536,0,5,0,15,30.0
325733,0,2,6,10,26.0
1978279,0,2,2,14,7.0
1459326,0,4,2,10,7.0
2519251,0,17,4,9,7.0
1532512,0,4,5,9,3.0
1669246,0,6,0,15,3.0
567909,0,14,1,23,17.0
1611000,0,1,4,2,-10.0
2743021,0,17,2,20,3.0
266201,0,8,4,16,4.0
998084,0,12,3,12,2.0
2371853,0,10,6,14,30.0
1945836,0,13,6,15,5.0
166346,0,9,0,12,22.0
2875049,0,1,2,10,-10.0
1484523,0,22,4,15,2.0
1222514,0,37,3,17,16.0
2166596,0,10,4,19,6.0
388112,1,12,6,16,30.0
3063683,0,3,1,13,1.0
3359336,1,6,2,17,6.0
2702290,0,1,3,14,-10.0
742473,0,7,4,9,30.0
2937367,0,21,6,12,30.0
1709752,0,13,1,12,10.0
2920948,0,16,5,13,7.0
2404910,0,24,4,17,6.0
2479165,0,1,5,14,-10.0
1370766,0,21,0,12,3.0
1912943,0,35,4,20,11.0
2182887,0,4,6,20,1.0
2946800,0,12,4,4,1.0
242765,0,13,5,19,1.0
1003593,0,14,6,19,1.0
3221518,0,16,6,14,5.0
3118638,0,29,5,19,1.0
1875375,0,38,0,19,0.0
367776,0,52,6,17,1.0
3207673,0,79,4,17,1.0
973334,0,93,5,19,1.0
540227,0,2,4,11,2.0
983284,0,38,1,0,6.0
1901714,0,6,3,18,9.0
2394647,2,14,0,13,28.0
106045,2,12,0,8,14.0
1819027,0,1,0,8,-10.0
755099,2,6,1,10,30.0
2746652,0,1,0,6,-10.0
2210105,0,6,3,9,30.0
3339790,0,1,2,13,-10.0
482535,0,2,1,8,25.0
1536570,0,9,1,12,23.0
2391090,0,5,3,13,7.0
2348818,0,30,1,15,8.0
478981,0,36,3,16,7.0
3297808,0,7,0,18,5.0
1976429,0,11,0,14,7.0
1142302,0,16,1,18,14.0
1318360,0,5,0,13,5.0
3059597,0,2,6,17,27.0
3005228,0,2,6,8,30.0
1711854,0,7,5,7,12.0
2262065,0,21,3,14,2.0
1603970,0,27,4,13,5.0
3089705,1,38,0,22,6.0
557984,0,1,5,15,-10.0
2255447,0,7,6,12,23.0
3305537,2,12,2,21,30.0
2261016,0,4,4,16,30.0
1090890,0,7,6,14,25.0
428187,1,12,4,10,30.0
1425476,0,15,1,17,9.0
1474753,0,39,0,10,5.0
3252186,0,2,5,16,13.0
2100240,0,3,3,21,5.0
3000100,0,20,3,22,28.0
76518,0,3,0,16,10.0
1385484,0,15,0,10,25.0
1699173,0,3,2,11,30.0
2001975,2,4,3,20,1.0
3030530,0,1,2,11,-10.0
1882309,0,3,6,12,22.0
494558,0,9,4,11,30.0
1382320,0,16,6,8,18.0
1654667,0,5,5,11,3.0
548044,0,7,2,17,7.0
1901945,1,27,2,14,3.0
578940,0,5,1,13,22.0
1688411,2,5,2,16,30.0
861573,2,4,4,17,30.0
3268711,0,2,1,4,7.0
2832315,0,33,6,18,1.0
1610718,0,3,4,8,2.0
1987563,0,7,0,14,13.0
1564865,0,8,4,14,4.0
1995459,0,15,1,18,28.0
2929160,0,39,0,13,6.0
2161859,0,5,4,18,4.0
91885,0,10,6,10,27.0
329679,0,12,6,12,30.0
919056,0,18,2,11,5.0
31963,0,37,1,9,4.0
803451,0,6,1,9,6.0
2032603,0,9,1,8,7.0
2788884,0,12,1,10,7.0
2819680,0,6,4,9,2.0
3363171,0,20,6,10,5.0
932049,0,21,0,15,8.0
515643,0,23,0,9,4.0
1438245,0,3,2,21,2.0
763355,2,12,0,20,15.0
1249698,0,4,6,14,9.0
1982949,0,25,1,8,6.0
1302305,0,1,1,18,-10.0
570090,0,7,1,7,6.0
386300,0,23,3,12,9.0
1170302,0,3,1,14,30.0
2276847,0,15,4,14,10.0
2093130,0,23,1,17,8.0
1830287,0,34,6,16,6.0
3102117,0,30,3,12,12.0
2873928,0,3,6,9,12.0
2624552,0,12,1,15,5.0
755928,0,27,3,16,15.0
1855458,0,31,6,8,5.0
1257238,0,2,1,9,14.0
2586677,0,3,3,13,2.0
2444035,0,3,2,3,30.0
3017263,0,3,6,10,7.0
56650,0,10,5,17,7.0
3335857,0,39,1,10,10.0
1289640,0,3,2,11,7.0
1206771,0,2,2,16,16.0
1091617,0,10,2,10,15.0
3085547,0,13,1,14,16.0
455467,0,20,1,15,16.0
2878263,0,6,1,17,21.0
1098110,0,1,0,13,-10.0
195174,0,1,1,13,-10.0
3091785,2,17,0,17,20.0
1480866,0,5,2,20,3.0
1762365,0,12,4,16,1.0
2606932,0,3,6,13,30.0
2941131,0,2,2,10,12.0
2498349,0,12,3,8,8.0
1226476,0,2,4,12,22.0
1413503,0,25,2,11,30.0
2285905,0,10,5,9,8.0
1587240,0,3,4,6,30.0
2692836,0,14,2,11,14.0
2368148,0,1,0,15,-10.0
3300648,0,7,0,3,6.0
1381962,0,7,4,15,25.0
3193569,0,6,1,16,30.0
3339619,0,29,0,12,7.0
3198709,0,10,1,9,7.0
2566069,0,15,1,12,4.0
133947,0,19,2,10,9.0
2822783,0,27,1,11,3.0
3293624,0,9,2,12,30.0
120699,0,6,6,13,4.0
1747639,0,38,0,11,5.0
2804306,0,17,3,19,11.0
1093339,0,19,2,18,13.0
825415,0,8,6,8,2.0
8165,0,22,2,12,2.0
1063567,0,26,3,10,4.0
1929385,0,61,0,9,6.0
3228508,0,4,0,17,14.0
335855,0,23,0,12,2.0
253691,0,1,5,17,-10.0
2360652,0,13,6,13,4.0
2217934,0,19,1,15,11.0
3041914,0,3,2,15,25.0
2112339,0,4,0,18,18.0
1019631,0,22,5,11,6.0
2143035,0,15,6,16,6.0
1892471,0,16,1,13,9.0
865820,0,18,3,20,6.0
610546,0,37,5,12,4.0
1843609,0,11,1,23,8.0
2764745,0,9,1,14,0.0
3274255,1,13,1,8,15.0
2288423,0,1,4,12,-10.0
1864480,0,23,4,9,3.0
2836055,0,33,5,10,0.0
2769799,0,34,1,10,3.0
531666,0,36,2,10,6.0
2519884,0,52,1,11,6.0
1689994,0,77,3,13,1.0
2063216,0,4,1,7,6.0
2133016,0,13,3,11,14.0
1000481,0,14,0,19,30.0
624334,0,1,4,11,-10.0
1692078,0,13,5,6,3.0
1858271,0,15,4,6,5.0
357643,0,50,2,16,6.0
3160071,0,5,6,9,30.0
1646622,0,6,1,13,5.0
2111145,0,11,5,10,2.0
1024413,0,16,3,11,6.0
1375864,2,17,1,10,5.0
662730,0,21,5,18,4.0
32822,0,15,6,13,3.0
1249861,0,51,6,15,3.0
2263576,0,25,3,18,1.0
327464,0,39,0,11,0.0
1429038,0,47,5,6,30.0
3323699,0,52,4,13,6.0
469178,0,31,4,17,4.0
669242,0,18,5,7,4.0
2177858,0,24,1,10,15.0
2554975,0,2,4,9,8.0
3338614,0,7,3,10,13.0
2523899,0,19,2,10,7.0
177238,2,27,0,12,11.0
2871062,2,5,2,13,6.0
1679396,0,5,1,10,7.0
1781015,0,15,1,11,4.0
2333528,0,19,6,11,6.0
896364,0,3,2,12,13.0
1467516,0,12,0,8,9.0
3088573,0,5,3,14,30.0
3100731,0,3,0,12,6.0
1425327,0,2,5,11,4.0
1911171,0,3,0,15,12.0
300427,0,10,2,19,28.0
693002,0,15,5,16,30.0
1847861,0,1,0,14,-10.0
812934,0,6,0,8,9.0
1061359,0,10,6,8,8.0
31123,0,21,0,8,2.0
2422942,0,7,3,21,30.0
939061,0,4,3,14,2.0
1100238,2,12,2,13,30.0
2588416,0,40,5,18,12.0
850338,0,45,1,21,4.0
689428,0,10,2,19,13.0
1803703,0,3,6,11,4.0
2610746,0,5,0,9,7.0
813466,0,23,2,15,9.0
1204500,0,34,4,9,18.0
1223418,0,49,1,14,4.0
2663618,0,14,5,9,4.0
885874,0,21,5,9,1.0
178600,0,39,4,10,4.0
772454,0,56,6,15,2.0
2825507,0,69,6,22,2.0
3159185,0,85,4,13,2.0
1870099,0,10,5,8,8.0
227256,0,25,5,10,6.0
701435,0,24,5,13,4.0
309216,0,32,6,17,30.0
2134667,0,6,4,19,30.0
1628505,0,10,6,15,12.0
3349639,0,12,1,7,30.0
1160249,0,50,0,20,4.0
1652573,0,33,6,9,8.0
1795803,0,3,3,15,30.0
1171487,0,1,0,17,-10.0
1693497,0,22,0,9,5.0
2340988,0,24,3,9,0.0
1244378,0,2,6,10,11.0
333670,0,2,2,9,22.0
3134624,0,4,0,16,30.0
3221131,0,6,0,14,30.0
1327124,2,5,4,16,20.0
2011223,0,18,4,20,16.0
2147376,0,3,2,10,22.0
986088,0,9,1,9,14.0
2589424,0,18,1,10,1.0
1793812,0,24,1,17,1.0
3073786,0,32,2,12,17.0
2542346,0,3,3,8,22.0
80606,0,1,2,10,-10.0
2213523,0,6,0,10,7.0
2146744,0,1,1,14,-10.0
3007227,2,10,0,10,30.0
958193,0,7,6,23,3.0
2577495,0,8,5,12,6.0
657150,0,15,0,13,6.0
2745820,0,45,1,16,5.0
98200,0,51,1,6,6.0
3077417,0,7,1,12,30.0
1976612,0,3,1,15,30.0
3037877,0,6,1,12,30.0
1813729,0,9,6,5,23.0
3278577,0,6,0,13,21.0
1789911,0,8,0,11,6.0
1357708,0,9,0,17,7.0
2366192,0,18,5,21,6.0
1450229,0,7,5,0,20.0
785299,0,8,6,21,30.0
2248635,0,11,0,16,6.0
1779787,0,13,3,1,9.0
2869186,0,27,0,10,7.0
2109015,0,28,0,16,7.0
1061875,0,30,2,13,6.0
1999805,0,37,6,9,4.0
200782,0,1,4,11,-10.0
3311161,0,13,4,12,7.0
2513767,2,34,4,15,4.0
1857182,0,27,3,9,9.0
1742303,0,6,6,12,28.0
788944,0,12,6,10,13.0
3056628,0,2,5,9,30.0
2460632,0,9,1,10,21.0
1246645,0,11,6,21,21.0
203444,0,1,4,18,-10.0
1593617,0,2,4,16,29.0
654293,0,3,1,16,8.0
2844368,2,6,5,10,14.0
1870349,0,5,5,11,30.0
2881777,0,6,5,11,14.0
2228559,0,2,0,11,28.0
3214205,0,3,0,17,30.0
3111239,0,7,5,18,9.0
2876622,0,3,4,7,7.0
2283470,0,8,6,22,7.0
512881,0,6,6,17,6.0
3152466,1,23,1,18,9.0
892902,0,3,6,13,23.0
3150412,0,21,1,12,2.0
911301,0,34,3,12,2.0
2036501,0,50,3,14,2.0
20184,0,5,0,15,30.0
2537852,0,7,5,16,7.0
2733313,0,26,1,10,7.0
1807827,0,9,3,13,12.0
2435623,0,18,3,11,8.0
1034402,0,24,5,14,2.0
1648136,0,6,0,20,8.0
1709766,0,15,0,15,22.0
1010668,0,26,1,13,18.0
1133786,0,3,0,14,4.0
2598180,2,9,4,10,4.0
3017751,0,1,0,19,-10.0
1786245,0,1,3,17,-10.0
1514854,0,11,2,19,30.0
3065695,0,3,0,11,8.0
3102909,0,10,6,11,6.0
1847518,0,17,5,17,12.0
1692772,0,26,6,14,2.0
2888701,0,49,1,17,2.0
2684388,0,6,5,14,7.0
2228711,0,18,1,11,8.0
779730,0,44,6,22,30.0
939793,0,1,0,12,-10.0
2611616,0,6,0,13,7.0
2170312,0,27,1,21,5.0
21514,0,32,1,17,7.0
3075805,0,34,1,13,12.0
1465963,0,38,4,11,3.0
2208905,0,44,6,14,4.0
1746261,0,6,2,7,8.0
2184115,0,11,6,13,5.0
3264141,0,8,6,12,14.0
1890437,0,1,1,12,-10.0
554629,0,12,1,9,5.0
48929,0,16,1,12,30.0
891435,0,32,2,10,6.0
1538349,0,45,5,15,3.0
1681366,0,4,4,10,7.0
1632044,0,5,0,8,17.0
188001,0,8,4,10,4.0
390345,2,7,3,7,30.0
3395076,0,3,2,16,5.0
2669716,0,13,6,15,5.0
972930,0,23,3,14,5.0
2014382,0,24,0,14,11.0
599226,0,16,6,9,23.0
1345768,0,2,1,12,0.0
803042,0,3,0,13,30.0
1277008,0,3,1,18,15.0
944687,0,1,1,9,-10.0
2475599,0,4,6,12,30.0
689097,0,5,4,10,30.0
2032529,0,6,6,9,8.0
3374469,0,29,2,21,6.0
676356,1,5,5,10,30.0
1494211,0,6,6,17,4.0
1975746,0,13,5,20,2.0
2365254,0,17,5,18,4.0
87493,2,5,6,12,30.0
2596434,0,1,2,8,-10.0
3264515,0,4,6,8,7.0
149960,0,6,6,10,8.0
1460923,0,9,0,16,9.0
1666752,0,35,4,11,5.0
2517642,0,43,0,0,5.0
2802688,0,8,6,10,15.0
2331427,0,54,5,12,1.0
2016449,0,59,5,13,5.0
2163592,0,62,5,11,7.0
2418457,0,69,3,13,12.0
200466,0,12,0,8,1.0
1240333,0,31,3,7,1.0
880263,0,2,2,16,30.0
2962457,0,39,2,13,7.0
3204923,0,48,2,13,2.0
1153984,0,1,2,16,-10.0
741135,0,6,1,9,11.0
1548358,2,11,1,13,18.0
957109,0,2,3,13,28.0
2299770,0,13,1,15,8.0
2328753,0,4,1,10,4.0
1448,0,27,5,13,3.0
485924,0,32,5,7,5.0
1930670,0,36,3,13,5.0
954192,0,56,5,17,4.0
671871,0,1,1,18,-10.0
970364,0,55,4,16,3.0
873993,0,9,2,12,30.0
